source,stimulus,smiles,raw_labels,reason
flavornet,518810,CCCC(S)CCOC(C)=O,box tree,no_mapped_labels
flavornet,519709,CCOC(=O)C(C)S,sulfur,no_mapped_labels
flavornet,520098,CCC(C)c1nccnc1OC,carrot;earth,no_mapped_labels
flavornet,520108,CC(=O)c1nccs1,roast;nut;sulfur,no_mapped_labels
flavornet,520194,CC(=O)C1=CCCCN1,caramel,no_mapped_labels
flavornet,520300,CC(=O)C1=NCCCC1,caramel,no_mapped_labels
flavornet,520420,C=CC(=O)CCCC,metal,no_mapped_labels
flavornet,520682,CC(C)(S)CCO,meat broth,no_mapped_labels
flavornet,521185,CC1(C)CC2C(C1)C1(C)CCCC2(C)C1O,earth,no_mapped_labels
flavornet,521348,CCCC(S)CCO,sulfur,no_mapped_labels
flavornet,521790,CCC(=O)C(C)O,truffle;earth;nut,no_mapped_labels
flavornet,521873,Cc1ccc(CS)o1,roast;sulfur,no_mapped_labels
flavornet,522834,CC(=O)C1=NCCC1,roast;nut,no_mapped_labels
flavornet,525032,CCCCCCC=CCCCCCCCCC,alkane,no_mapped_labels
flavornet,525462,CSC(C)S,thiamin,no_mapped_labels
flavornet,526177,CC1=C(S)CCO1,meat,no_mapped_labels
flavornet,526487,CC(C)(S)CCOC=O,cat;roast,no_mapped_labels
flavornet,526559,CC(=O)c1ccc2n1CCC2,medicine,no_mapped_labels
flavornet,526624,Cc1occc1SSc1ccoc1C,roasted meat,no_mapped_labels
flavornet,527305,CCCCC1OC1C=CC=O,metal,no_mapped_labels
flavornet,529251,CCC(=O)C1=NCCC1,roast,no_mapped_labels
flavornet,529635,CCC(=O)C(C)S,roasted meat,no_mapped_labels
flavornet,529907,CCCCCC=CCC=O,fat,no_mapped_labels
flavornet,564367,C=C(C)C1CCC(=C)C(OO)C1,turpentine,no_mapped_labels
flavornet,586728,COc1nc(C)cnc1C,earth,no_mapped_labels
flavornet,636730,C=C(C)[C@H]1CCC(=C)[C@@H](OO)C1,turpentine,no_mapped_labels
flavornet,638500,CC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C,oil;wax,no_mapped_labels
flavornet,2723602,CC[C@H](C)CO,malt,no_mapped_labels
flavornet,2724159,C=C(C)[C@@H]1CC=C(C=O)CC1,fat,no_mapped_labels
flavornet,3018619,CC(C)CCCCCCCCCCC=O,meat broth;cooked meat;tallow;sweat;fat,no_mapped_labels
flavornet,3066538,CCC1OC=C(CO)C1=O,caramel,no_mapped_labels
flavornet,4564493,CC1=C(O)C(=O)CO1,caramel,no_mapped_labels
flavornet,5281167,CC/C=C\CCO,grass,no_mapped_labels
flavornet,5282707,CCC/C=C/C(=O)O,fat;must,no_mapped_labels
flavornet,5283321,CC/C=C/C=C/C=O,fat;nut,no_mapped_labels
flavornet,5283349,CCCCC/C=C/C=C/C=O,fat;wax;fried,no_mapped_labels
flavornet,5315892,OC/C=C/c1ccccc1,oil,no_mapped_labels
flavornet,5318599,CCCCC/C=C/CO,soap;plastic,no_mapped_labels
flavornet,5320128,C=CC(C)(O)CC/C=C(/C)CCC=C(C)C,wax,no_mapped_labels
flavornet,5352808,CC/C=C\C/C=C\CC=O,soap;fat,no_mapped_labels
flavornet,5352845,CCCCCCCCC/C=C/CO,oil,no_mapped_labels
flavornet,5354834,CCCCCCC/C=C\C=O,tallow,no_mapped_labels
flavornet,5362814,CC/C=C\CCC=O,cream;biscuit,no_mapped_labels
flavornet,5363229,CCCC/C=C/C(C)=O,crushed bug;nut,no_mapped_labels
flavornet,5366264,C=CC(C)(O)C/C=C/C(=C)C,hyacinth,no_mapped_labels
flavornet,5853952,CCCCC/C=C/CC1CCC(=O)O1,soap,no_mapped_labels
flavornet,6321405,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2,camphor;must,no_mapped_labels
flavornet,6427080,CCCCC/C=C\C=O,walnut;green leaf,no_mapped_labels
flavornet,6427087,CCCCC/C=C\C=C\C=O,fat;fried,no_mapped_labels
flavornet,6428959,CCCCCCC(=O)CCC=O,fat,no_mapped_labels
flavornet,6429261,CCCCC/C=C\C=C/C=O,seaweed,no_mapped_labels
flavornet,6429262,CCCC/C=C\C(C)=O,nut,no_mapped_labels
flavornet,6429268,C=Cc1ncc(C)nc1C,earth,no_mapped_labels
flavornet,6429298,CCCCCC[C@H]1O[C@@H]1/C=C/C=O,metal,no_mapped_labels
flavornet,6429343,C=CC(=O)C/C=C\CC,metal;geranium,no_mapped_labels
flavornet,6431144,C=Cc1ncc(C)nc1CC,earth,no_mapped_labels
flavornet,6431207,C=C1CC[C@H](C(C)C)C2C=C(C)CCC12,oil,no_mapped_labels
flavornet,6993580,CCOC(=O)[C@H](O)[C@@H](O)C(=O)OCC,earth;must,no_mapped_labels
flavornet,7567181,C=C(C)[C@H]1CCC2=CC(=O)C[C@H](C)[C@@]2(C)C1,turpentine,no_mapped_labels
flavornet,11062802,CC1(C)[C@@H]2CC[C@@]1(C)[C@](C)(O)C2,earth;must,no_mapped_labels
flavornet,11788274,CC/C=C\C=C\C=O,fried,no_mapped_labels
flavornet,13213649,CC(C)=CCCC(C)C1C=CC(C)(O)CC1,metal,no_mapped_labels
flavornet,13270883,CCOC(=O)CCC(O)C(=O)OCC,cotton candy,no_mapped_labels
flavornet,15273629,C=CCC(CC)C(=O)CC,fish,no_mapped_labels
flavornet,15517020,C=CC(=O)C/C(=C\CCSCC)c1ccccc1,earth;must,no_mapped_labels
flavornet,20981956,CCCC1OC1C=CC=O,metal,no_mapped_labels
flavornet,23377482,CC1C=Cc2nccnc21,roast,no_mapped_labels
flavornet,44630408,CC/C=C\C/C=C/CCO,fish,no_mapped_labels
flavornet,71430727,C=C(C)C1CCC(C)=C(OO)C1,turpentine,no_mapped_labels
flavornet,86064872,CC1=CCC2CC1(O)C2(C)C,dust;must,no_mapped_labels
sigma,135,O=C(O)c1ccc(O)cc1,caramel,no_mapped_labels
sigma,264,CCCC(=O)O,cheese,no_mapped_labels
sigma,679,CS(C)=O,"butter;alliaceous (onion, garlic)",no_mapped_labels
sigma,880,CC(=O)C=O,caramel,no_mapped_labels
sigma,1030,CC(O)CO,cheese;wine-like,no_mapped_labels
sigma,1145,C[N+](C)(C)[O-],walnut,no_mapped_labels
sigma,3776,CC(C)O,butter,no_mapped_labels
sigma,7409,CC(O)c1ccccc1,hyacinth,no_mapped_labels
sigma,7593,O=C(Cc1ccccc1)Cc1ccccc1,seedy;plastic,no_mapped_labels
sigma,7798,CCCC(=O)OC(=O)CCC,butter,no_mapped_labels
sigma,7997,CCCOC(C)=O,celery,no_mapped_labels
sigma,8369,Cc1occc(=O)c1O,caramel;jam,no_mapped_labels
sigma,8797,CC(=O)Oc1ccc(C)cc1,anise,no_mapped_labels
sigma,9261,c1cnccn1,wine-like,no_mapped_labels
sigma,11463,CC1=CCC(=C(C)C)CC1,plastic,no_mapped_labels
sigma,12587,CC(C)CCC(=O)O,cheese,no_mapped_labels
sigma,14079,CC(=O)c1ccc[nH]1,walnut,no_mapped_labels
sigma,16592,CCCSSC,"alliaceous (onion, garlic)",no_mapped_labels
sigma,16741,S=C=NCCc1ccccc1,hyacinth,no_mapped_labels
sigma,17016,Cc1ccc(C)c(O)c1C,beef,no_mapped_labels
sigma,17121,C=CC(CCCCC)OC(C)=O,lavender,no_mapped_labels
sigma,18522,CC1OCCC1=O,butter,no_mapped_labels
sigma,21059,CCc1occc(=O)c1O,caramel,no_mapped_labels
sigma,60997,Cc1ccc(OC(=O)Cc2ccccc2)cc1,hyacinth,no_mapped_labels
sigma,61027,C=CCCCCCCCCC(=O)OCCCC,wine-like;butter,no_mapped_labels
sigma,61199,CCC1OC(=O)C(O)=C1C,caramel;maple,no_mapped_labels
sigma,62348,COc1cc(CO)ccc1O,anise,no_mapped_labels
sigma,69460,c1ccc2c(c1)CCCN2,cheese,no_mapped_labels
sigma,82227,CC1=CC[C@@H]2C[C@H]1C2(C)C,turpentine,no_mapped_labels
sigma,443162,CC1=CC[C@@H](C(C)(C)O)CC1,lilac,no_mapped_labels
sigma,548353,CC(S)C(C)S,"alliaceous (onion, garlic)",no_mapped_labels
sigma,595928,CC1COC(c2ccccc2)O1,"alliaceous (onion, garlic)",no_mapped_labels
sigma,5282708,CC/C=C/CC(=O)O,cheese,no_mapped_labels
